,state,action,reward
1160,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1161,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1162,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1163,"[0.1, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",4.0
1164,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1165,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1166,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1167,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1168,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1169,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1170,"[2.0, 2.5, 1.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",3.9024391174316406
1171,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1172,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1173,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1174,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1175,"[1.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 0, 1, 1]",4.0
1176,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1177,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 0]",4.0
1178,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1179,"[1.0, 2.5, 1.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 0, 1, 0]",3.9024391174316406
1180,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 0]",4.0
1181,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1182,"[1.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",4.0
1183,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1184,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1185,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1186,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1187,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1188,"[2.0, 2.5, 1.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 0, 0, 1]",4.0
1189,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1190,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1191,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1192,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1193,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1194,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1195,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1196,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1197,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1198,"[2.0, 2.5, 0.1, 2.5, 1.0, 2.5, 0.1, 2.5]","[1, 0, 0, 0]",4.0
1199,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1200,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1201,"[0.1, 2.5, 2.0, 2.5, 0.1, 2.5, 0.1, 2.5]","[0, 1, 0, 0]",4.0
1202,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1203,"[1.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",3.9024391174316406
1204,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 1.0, 2.5]","[1, 1, 0, 0]",4.0
1205,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1206,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1207,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1208,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1209,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1210,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1211,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1212,"[0.1, 2.5, 1.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",3.9024391174316406
1213,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1214,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1215,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1216,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1217,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1218,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1219,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1220,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1221,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1222,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1223,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1224,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1225,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1226,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1227,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1228,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1229,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1230,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1231,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1232,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 0.1, 2.5]","[1, 1, 0, 0]",4.0
1233,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1234,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1235,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1236,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1237,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1238,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1239,"[0.1, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",4.0
1240,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1241,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1242,"[2.0, 2.5, 0.1, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 0, 0, 1]",4.0
1243,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 0, 1, 0]",4.0
1244,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1245,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1246,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1247,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1248,"[0.1, 2.5, 0.1, 2.5, 2.0, 2.5, 1.0, 2.5]","[0, 0, 1, 1]",3.9024391174316406
1249,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1250,"[2.0, 2.5, 1.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",3.9024391174316406
1251,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1252,"[2.0, 2.5, 1.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1253,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1254,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1255,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1256,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[0, 1, 1, 0]",4.0
1257,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1258,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1259,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1260,"[2.0, 2.5, 1.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 0, 0, 1]",4.0
1261,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1262,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1263,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1264,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1265,"[0.1, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 0, 1, 1]",4.0
1266,"[1.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",4.0
1267,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1268,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1269,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1270,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1271,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1272,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1273,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1274,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1275,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1276,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[0, 1, 1, 0]",4.0
1277,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1278,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1279,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1280,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1281,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 0.1, 2.5]","[1, 1, 0, 0]",4.0
1282,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 0, 1, 0]",4.0
1283,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1284,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1285,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1286,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1287,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1288,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1289,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1290,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1291,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1292,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1293,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1294,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1295,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1296,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 0]",4.0
1297,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1298,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1299,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1300,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1301,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1302,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1303,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1304,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1305,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1306,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1307,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1308,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1309,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1310,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1311,"[2.0, 2.5, 0.1, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",3.9024391174316406
1312,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1313,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1314,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1315,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1316,"[0.1, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 0, 1, 1]",4.0
1317,"[1.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",4.0
1318,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1319,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1320,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1321,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1322,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1323,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1324,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1325,"[0.1, 2.5, 1.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[0, 0, 1, 0]",4.0
1326,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1327,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1328,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1329,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1330,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1331,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1332,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1333,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1334,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1335,"[1.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[0, 1, 0, 1]",4.0
1336,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 0]",4.0
1337,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1338,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1339,"[1.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",3.9024391174316406
1340,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1341,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1342,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1343,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1344,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1345,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1346,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1347,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1348,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1349,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1350,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1351,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1352,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1353,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1354,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1355,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 0, 1, 0]",4.0
1356,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1357,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 0]",4.0
1358,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1359,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1360,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 0.1, 2.5]","[1, 1, 1, 0]",4.0
1361,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1362,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1363,"[1.0, 2.5, 0.1, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 0, 0, 1]",3.9024391174316406
1364,"[2.0, 2.5, 2.0, 2.5, 0.1, 2.5, 2.0, 2.5]","[1, 1, 0, 1]",4.0
1365,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 0]",4.0
1366,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1367,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1368,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 1.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1369,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1370,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1371,"[1.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",3.9024391174316406
1372,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1373,"[2.0, 2.5, 1.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1374,"[2.0, 2.5, 0.1, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 0, 1, 1]",4.0
1375,"[2.0, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[1, 1, 1, 1]",7.61904764175415
1376,"[0.1, 2.5, 2.0, 2.5, 2.0, 2.5, 2.0, 2.5]","[0, 1, 1, 1]",4.0
1377,"[2.0, 2.5, 2.0, 2.5, 1.0, 2.5, 1.0, 2.5]","[1, 1, 0, 0]",4.0
